id,gameType,type,points,t1Points,t1Multiplier,t2Points,t2Multiplier,t3Points,t3Multiplier
350,CLASSIC,SINGLE,127,20,TRIPLE,16,TRIPLE,19,SINGLE
351,CLASSIC,SINGLE,126,20,TRIPLE,20,TRIPLE,6,SINGLE
352,CLASSIC,SINGLE,125,20,TRIPLE,20,TRIPLE,5,SINGLE
353,CLASSIC,SINGLE,124,20,TRIPLE,20,TRIPLE,4,SINGLE
354,CLASSIC,SINGLE,123,20,TRIPLE,20,TRIPLE,3,SINGLE
355,CLASSIC,SINGLE,122,20,TRIPLE,20,TRIPLE,2,SINGLE
356,CLASSIC,SINGLE,121,20,TRIPLE,20,TRIPLE,1,SINGLE
357,CLASSIC,SINGLE,120,20,TRIPLE,20,TRIPLE,,
358,CLASSIC,SINGLE,119,20,TRIPLE,19,TRIPLE,2,SINGLE
359,CLASSIC,SINGLE,118,20,TRIPLE,19,TRIPLE,1,SINGLE
360,CLASSIC,SINGLE,117,20,TRIPLE,19,TRIPLE,,
361,CLASSIC,SINGLE,116,20,TRIPLE,18,TRIPLE,2,SINGLE
362,CLASSIC,SINGLE,115,20,TRIPLE,18,TRIPLE,1,SINGLE
363,CLASSIC,SINGLE,114,20,TRIPLE,18,TRIPLE,,
364,CLASSIC,SINGLE,113,20,TRIPLE,17,TRIPLE,2,SINGLE
365,CLASSIC,SINGLE,112,20,TRIPLE,17,TRIPLE,1,SINGLE
366,CLASSIC,SINGLE,111,20,TRIPLE,17,TRIPLE,,
367,CLASSIC,SINGLE,110,20,TRIPLE,16,TRIPLE,2,SINGLE
368,CLASSIC,SINGLE,109,20,TRIPLE,16,TRIPLE,1,SINGLE
369,CLASSIC,SINGLE,108,20,TRIPLE,16,TRIPLE,,
370,CLASSIC,SINGLE,107,20,TRIPLE,15,TRIPLE,2,SINGLE
371,CLASSIC,SINGLE,106,20,TRIPLE,15,TRIPLE,1,SINGLE
372,CLASSIC,SINGLE,105,20,TRIPLE,15,TRIPLE,,
373,CLASSIC,SINGLE,104,20,TRIPLE,14,TRIPLE,2,SINGLE
374,CLASSIC,SINGLE,103,20,TRIPLE,14,TRIPLE,1,SINGLE
375,CLASSIC,SINGLE,102,20,TRIPLE,14,TRIPLE,,
376,CLASSIC,SINGLE,101,20,TRIPLE,13,TRIPLE,2,SINGLE
377,CLASSIC,SINGLE,100,20,TRIPLE,13,TRIPLE,1,SINGLE
378,CLASSIC,SINGLE,99,20,TRIPLE,13,TRIPLE,,
379,CLASSIC,SINGLE,98,20,TRIPLE,12,TRIPLE,2,SINGLE
380,CLASSIC,SINGLE,97,20,TRIPLE,12,TRIPLE,1,SINGLE
381,CLASSIC,SINGLE,96,20,TRIPLE,12,TRIPLE,,
382,CLASSIC,SINGLE,95,20,TRIPLE,11,TRIPLE,2,SINGLE
383,CLASSIC,SINGLE,94,20,TRIPLE,11,TRIPLE,1,SINGLE
384,CLASSIC,SINGLE,93,20,TRIPLE,11,TRIPLE,,
385,CLASSIC,SINGLE,92,20,TRIPLE,10,TRIPLE,2,SINGLE
386,CLASSIC,SINGLE,91,20,TRIPLE,10,TRIPLE,1,SINGLE
387,CLASSIC,SINGLE,90,20,TRIPLE,10,TRIPLE,,
388,CLASSIC,SINGLE,89,20,TRIPLE,9,TRIPLE,2,SINGLE
389,CLASSIC,SINGLE,88,20,TRIPLE,9,TRIPLE,1,SINGLE
390,CLASSIC,SINGLE,87,20,TRIPLE,9,TRIPLE,,
391,CLASSIC,SINGLE,86,20,TRIPLE,8,TRIPLE,2,SINGLE
392,CLASSIC,SINGLE,85,20,TRIPLE,8,TRIPLE,1,SINGLE
393,CLASSIC,SINGLE,84,20,TRIPLE,8,TRIPLE,,
394,CLASSIC,SINGLE,83,20,TRIPLE,7,TRIPLE,2,SINGLE
395,CLASSIC,SINGLE,82,20,TRIPLE,7,TRIPLE,1,SINGLE
396,CLASSIC,SINGLE,81,20,TRIPLE,7,TRIPLE,,
397,CLASSIC,SINGLE,80,20,TRIPLE,20,SINGLE,,
398,CLASSIC,SINGLE,79,20,TRIPLE,19,SINGLE,,
399,CLASSIC,SINGLE,78,20,TRIPLE,18,SINGLE,,
400,CLASSIC,SINGLE,77,20,TRIPLE,17,SINGLE,,
401,CLASSIC,SINGLE,76,20,TRIPLE,16,SINGLE,,
402,CLASSIC,SINGLE,75,20,TRIPLE,15,SINGLE,,
403,CLASSIC,SINGLE,74,20,TRIPLE,14,SINGLE,,
404,CLASSIC,SINGLE,73,20,TRIPLE,13,SINGLE,,
405,CLASSIC,SINGLE,72,20,TRIPLE,12,SINGLE,,
406,CLASSIC,SINGLE,71,20,TRIPLE,11,SINGLE,,
407,CLASSIC,SINGLE,70,20,TRIPLE,10,SINGLE,,
408,CLASSIC,SINGLE,69,20,TRIPLE,9,SINGLE,,
409,CLASSIC,SINGLE,68,20,TRIPLE,8,SINGLE,,
410,CLASSIC,SINGLE,67,20,TRIPLE,7,SINGLE,,
411,CLASSIC,SINGLE,66,20,TRIPLE,6,SINGLE,,
412,CLASSIC,SINGLE,65,20,TRIPLE,5,SINGLE,,
413,CLASSIC,SINGLE,64,20,TRIPLE,4,SINGLE,,
414,CLASSIC,SINGLE,63,20,TRIPLE,3,SINGLE,,
415,CLASSIC,SINGLE,62,20,TRIPLE,2,SINGLE,,
416,CLASSIC,SINGLE,61,20,TRIPLE,1,SINGLE,,
417,CLASSIC,SINGLE,60,20,TRIPLE,,,,
418,CLASSIC,SINGLE,59,19,TRIPLE,2,SINGLE,,
419,CLASSIC,SINGLE,58,19,TRIPLE,1,SINGLE,,
420,CLASSIC,SINGLE,57,19,TRIPLE,,,,
421,CLASSIC,SINGLE,56,18,TRIPLE,2,SINGLE,,
422,CLASSIC,SINGLE,55,18,TRIPLE,1,SINGLE,,
423,CLASSIC,SINGLE,54,18,TRIPLE,,,,
424,CLASSIC,SINGLE,53,17,TRIPLE,2,SINGLE,,
425,CLASSIC,SINGLE,52,17,TRIPLE,1,SINGLE,,
426,CLASSIC,SINGLE,51,17,TRIPLE,,,,
427,CLASSIC,SINGLE,50,16,TRIPLE,2,SINGLE,,
428,CLASSIC,SINGLE,49,16,TRIPLE,1,SINGLE,,
429,CLASSIC,SINGLE,48,16,TRIPLE,,,,
430,CLASSIC,SINGLE,47,15,TRIPLE,2,SINGLE,,
431,CLASSIC,SINGLE,46,15,TRIPLE,1,SINGLE,,
432,CLASSIC,SINGLE,45,15,TRIPLE,,,,
433,CLASSIC,SINGLE,44,14,TRIPLE,2,SINGLE,,
434,CLASSIC,SINGLE,43,14,TRIPLE,1,SINGLE,,
435,CLASSIC,SINGLE,42,14,TRIPLE,,,,
436,CLASSIC,SINGLE,41,13,TRIPLE,2,SINGLE,,
437,CLASSIC,SINGLE,40,13,TRIPLE,1,SINGLE,,
438,CLASSIC,SINGLE,39,13,TRIPLE,,,,
439,CLASSIC,SINGLE,38,12,TRIPLE,2,SINGLE,,
440,CLASSIC,SINGLE,37,12,TRIPLE,1,SINGLE,,
441,CLASSIC,SINGLE,36,12,TRIPLE,,,,
442,CLASSIC,SINGLE,35,11,TRIPLE,2,SINGLE,,
443,CLASSIC,SINGLE,34,11,TRIPLE,1,SINGLE,,
444,CLASSIC,SINGLE,33,11,TRIPLE,,,,
445,CLASSIC,SINGLE,32,10,TRIPLE,2,SINGLE,,
446,CLASSIC,SINGLE,31,10,TRIPLE,1,SINGLE,,
447,CLASSIC,SINGLE,30,10,TRIPLE,,,,
448,CLASSIC,SINGLE,29,9,TRIPLE,2,SINGLE,,
449,CLASSIC,SINGLE,28,9,TRIPLE,1,SINGLE,,
450,CLASSIC,SINGLE,27,9,TRIPLE,,,,
451,CLASSIC,SINGLE,26,8,TRIPLE,2,SINGLE,,
452,CLASSIC,SINGLE,25,25,SINGLE,,,,
453,CLASSIC,SINGLE,24,8,TRIPLE,,,,
454,CLASSIC,SINGLE,23,7,TRIPLE,2,SINGLE,,
455,CLASSIC,SINGLE,22,7,TRIPLE,1,SINGLE,,
456,CLASSIC,SINGLE,21,7,TRIPLE,,,,
457,CLASSIC,SINGLE,20,20,SINGLE,,,,
458,CLASSIC,SINGLE,19,19,SINGLE,,,,
459,CLASSIC,SINGLE,18,18,SINGLE,,,,
460,CLASSIC,SINGLE,17,17,SINGLE,,,,
461,CLASSIC,SINGLE,16,16,SINGLE,,,,
462,CLASSIC,SINGLE,15,15,SINGLE,,,,
463,CLASSIC,SINGLE,14,14,SINGLE,,,,
464,CLASSIC,SINGLE,13,13,SINGLE,,,,
465,CLASSIC,SINGLE,12,12,SINGLE,,,,
466,CLASSIC,SINGLE,11,11,SINGLE,,,,
467,CLASSIC,SINGLE,10,10,SINGLE,,,,
468,CLASSIC,SINGLE,9,9,SINGLE,,,,
469,CLASSIC,SINGLE,8,8,SINGLE,,,,
470,CLASSIC,SINGLE,7,7,SINGLE,,,,
471,CLASSIC,SINGLE,6,6,SINGLE,,,,
472,CLASSIC,SINGLE,5,5,SINGLE,,,,
473,CLASSIC,SINGLE,4,4,SINGLE,,,,
474,CLASSIC,SINGLE,3,3,SINGLE,,,,
475,CLASSIC,SINGLE,2,2,SINGLE,,,,
476,CLASSIC,SINGLE,1,1,SINGLE,,,,
